dates,distance,parcel_size,parcel_weights,traffic_levels,weather_conditions,sequence_in_delivery,delivery_time_window
2024-06-13,9.05,medium,14.52,medium,sunny,73.0,afternoon
2024-02-14,9.4,small,14.7,low,sunny,93.0,afternoon
2024-06-16,98.68,medium,13.08,high,sunny,27.0,morning
2024-01-18,38.05,large,42.2,medium,sunny,24.0,morning
2023-11-15,37.69,large,13.76,medium,rainy,97.0,afternoon
2024-07-25,81.47,large,43.16,low,sunny,63.0,afternoon
2024-07-29,94.78,large,48.48,medium,sunny,34.0,afternoon
2024-02-12,98.61,large,14.3,medium,sunny,95.0,evening
2024-03-16,75.58,large,28.47,low,sunny,73.0,morning
2024-07-18,38.25,small,23.08,low,sunny,93.0,afternoon
2024-06-14,9.27,large,42.41,low,rainy,99.0,afternoon
2023-10-16,77.94,large,15.76,low,sunny,3.0,morning
2023-10-02,56.28,small,38.36,low,rainy,37.0,morning
2024-01-22,43.0,large,24.04,low,rainy,27.0,morning
2024-08-31,90.73,large,31.73,high,sunny,86.0,evening
2023-12-29,12.01,small,29.04,low,foggy,80.0,afternoon
2023-12-14,49.77,medium,3.59,high,sunny,47.0,afternoon
2024-08-24,2.12,medium,29.63,high,sunny,31.0,morning
2024-07-13,47.4,large,41.46,high,rainy,11.0,morning
2023-12-16,6.57,medium,14.78,medium,sunny,37.0,morning
2024-04-25,12.76,medium,20.44,low,sunny,53.0,morning
2024-01-01,12.64,small,10.65,medium,sunny,85.0,afternoon
2024-03-05,65.27,medium,10.88,low,snowy,62.0,afternoon
2024-01-17,74.86,large,15.7,medium,sunny,64.0,afternoon
2024-07-13,58.75,small,37.81,high,rainy,90.0,evening
2024-08-10,96.26,medium,24.32,medium,rainy,79.0,afternoon
2024-03-13,38.11,large,34.71,low,sunny,76.0,afternoon
2023-10-24,29.29,small,46.81,low,snowy,18.0,morning
2023-11-15,86.99,large,36.65,medium,sunny,71.0,afternoon
2024-01-24,23.14,medium,18.97,low,rainy,60.0,morning
2024-08-21,96.36,large,25.78,medium,rainy,49.0,afternoon
2023-09-25,2.2,medium,14.29,low,sunny,90.0,afternoon
2024-01-01,97.02,medium,3.75,low,snowy,52.0,afternoon
2023-11-23,5.27,medium,33.47,low,rainy,80.0,afternoon
2023-09-22,89.22,medium,33.26,high,sunny,1.0,morning
2023-12-05,53.24,medium,42.88,high,rainy,98.0,evening
2024-07-26,99.3,small,8.41,high,sunny,37.0,afternoon
2024-09-18,8.31,medium,44.27,low,sunny,35.0,morning
2024-07-08,55.83,small,39.82,low,sunny,5.0,morning
2023-11-22,96.96,large,5.81,medium,sunny,56.0,afternoon
2024-03-28,52.79,large,49.13,medium,rainy,55.0,afternoon
2024-01-01,63.31,small,2.43,low,rainy,96.0,afternoon
2024-02-19,69.88,small,39.84,low,foggy,86.0,afternoon
2024-06-14,46.0,large,21.71,low,sunny,89.0,afternoon
2024-01-24,63.13,small,43.34,low,sunny,68.0,afternoon
2023-10-02,58.85,small,36.55,medium,sunny,25.0,morning
2023-10-09,90.21,medium,3.5,high,sunny,96.0,evening
2024-01-12,5.5,large,12.38,high,sunny,46.0,afternoon
2024-06-03,28.82,small,47.64,low,sunny,60.0,afternoon
2023-10-08,95.09,small,7.79,low,sunny,74.0,afternoon
2024-05-19,89.14,small,3.89,low,sunny,93.0,afternoon
2023-09-28,46.11,medium,8.14,low,foggy,42.0,morning
2024-06-06,62.39,large,36.15,low,sunny,6.0,morning
2024-04-28,28.46,large,2.46,low,rainy,71.0,morning
2024-09-13,19.62,small,21.92,low,foggy,47.0,morning
2024-03-11,46.91,small,5.02,low,rainy,82.0,afternoon
2024-07-14,35.98,medium,34.51,medium,snowy,4.0,morning
2023-09-27,58.78,small,13.02,high,sunny,38.0,afternoon
2024-07-20,8.7,small,34.39,high,sunny,35.0,morning
2024-03-07,97.47,medium,9.18,low,rainy,96.0,evening
2024-07-12,98.63,small,20.11,low,sunny,45.0,morning
2024-02-11,70.12,large,46.31,high,sunny,28.0,morning
2024-03-28,54.07,large,19.51,medium,sunny,27.0,afternoon
2024-07-29,31.64,large,6.14,medium,rainy,1.0,morning
2024-06-25,81.57,medium,18.81,medium,sunny,85.0,afternoon
2024-03-19,68.79,medium,23.0,low,sunny,58.0,afternoon
2024-09-13,17.1,large,23.19,medium,sunny,33.0,afternoon
2024-06-26,91.18,large,35.61,low,rainy,90.0,afternoon
2023-12-24,82.43,medium,6.67,medium,sunny,82.0,afternoon
2024-05-16,95.03,small,23.35,medium,sunny,33.0,afternoon
2023-10-19,72.85,small,13.07,low,rainy,39.0,morning
2024-05-14,61.73,medium,22.5,low,sunny,20.0,morning
2023-11-15,42.41,large,9.07,low,sunny,50.0,morning
2023-10-16,93.34,medium,12.16,high,foggy,79.0,evening
2023-10-15,86.74,large,27.87,medium,sunny,19.0,morning
2023-12-12,5.48,medium,15.41,low,rainy,40.0,morning
2024-01-02,3.61,medium,8.4,medium,sunny,78.0,afternoon
2023-10-10,38.27,medium,31.17,low,sunny,26.0,morning
2024-06-07,81.24,medium,41.91,low,sunny,35.0,morning
2024-01-18,98.74,medium,41.16,low,sunny,72.0,afternoon
2024-07-30,15.89,medium,41.79,medium,sunny,22.0,morning
2024-09-02,59.82,large,1.35,medium,sunny,23.0,morning
2024-01-12,38.71,large,34.46,medium,rainy,60.0,afternoon
2024-01-17,97.02,small,49.94,high,sunny,58.0,evening
2023-11-13,84.37,medium,36.46,low,sunny,37.0,morning
2023-11-28,83.99,small,13.66,low,sunny,79.0,afternoon
2024-04-09,47.4,small,28.42,medium,sunny,20.0,morning
2024-03-31,42.07,medium,24.16,medium,rainy,14.0,morning
2024-08-25,28.07,medium,23.22,low,rainy,8.0,morning
2024-01-03,6.58,small,36.27,low,sunny,43.0,morning
2023-12-23,86.61,small,6.78,medium,rainy,23.0,morning
2023-09-22,81.48,medium,6.41,medium,sunny,88.0,afternoon
2024-07-03,99.97,medium,25.57,low,foggy,65.0,afternoon
2024-08-05,99.67,medium,48.71,medium,sunny,20.0,morning
2024-01-16,55.99,large,3.55,medium,sunny,26.0,morning
2024-08-19,77.13,small,18.84,low,sunny,2.0,morning
2024-07-18,94.53,small,25.69,low,foggy,3.0,morning
2024-08-13,85.12,small,0.56,low,rainy,20.0,morning
2024-08-07,25.49,large,15.09,low,sunny,10.0,morning
2024-05-15,45.6,small,5.99,medium,sunny,29.0,morning
2024-01-28,13.79,medium,35.42,low,sunny,64.0,morning
2024-08-09,95.45,large,22.23,medium,snowy,23.0,afternoon
2023-10-03,61.01,small,31.32,medium,sunny,64.0,afternoon
2023-11-05,23.64,large,30.32,medium,snowy,59.0,afternoon
2024-04-28,67.5,large,18.21,low,sunny,30.0,morning
2024-04-29,62.19,medium,2.25,low,rainy,68.0,afternoon
2024-05-25,36.46,large,13.75,low,rainy,24.0,morning
2024-03-15,12.24,medium,24.32,low,sunny,46.0,afternoon
2024-08-06,67.49,medium,10.53,low,sunny,83.0,afternoon
2024-02-29,52.51,small,46.92,low,sunny,57.0,afternoon
2024-03-26,77.46,medium,20.97,low,sunny,51.0,morning
2024-07-31,52.5,small,17.93,high,snowy,69.0,evening
2023-11-17,85.37,small,5.82,low,snowy,13.0,morning
2023-12-05,55.64,small,14.17,low,sunny,52.0,morning
2023-12-22,56.53,medium,29.14,low,snowy,14.0,morning
2023-10-29,87.79,small,41.07,high,sunny,68.0,afternoon
2024-05-22,40.94,medium,38.78,low,sunny,68.0,afternoon
2024-06-01,14.27,medium,34.41,low,snowy,67.0,afternoon
2023-12-22,3.85,small,46.66,medium,foggy,38.0,afternoon
2023-11-26,75.76,medium,12.53,low,sunny,67.0,morning
2023-11-20,62.41,small,12.12,medium,rainy,63.0,afternoon
2024-03-14,70.7,small,2.81,medium,rainy,39.0,afternoon
2024-04-25,22.08,small,35.33,low,foggy,52.0,afternoon
2023-11-01,14.5,large,40.16,low,rainy,25.0,morning
2023-12-13,2.44,medium,13.35,high,rainy,45.0,afternoon
2024-01-21,35.71,large,39.64,medium,rainy,7.0,morning
2024-04-19,59.4,large,35.59,low,snowy,46.0,afternoon
2024-09-06,39.83,medium,27.28,low,snowy,25.0,afternoon
2024-09-01,44.31,medium,27.9,low,sunny,28.0,morning
2023-10-08,90.51,small,35.4,high,rainy,44.0,afternoon
2023-12-29,35.48,large,49.91,low,sunny,5.0,morning
2023-10-23,51.88,medium,16.3,low,sunny,59.0,afternoon
2024-08-10,78.58,small,4.1,low,snowy,45.0,afternoon
2024-09-05,40.26,medium,35.13,medium,sunny,69.0,afternoon
2024-09-13,62.59,medium,1.93,low,rainy,33.0,morning
2023-10-30,86.37,small,44.8,low,sunny,34.0,morning
2023-10-27,95.0,medium,48.65,high,sunny,82.0,evening
2023-09-23,15.56,small,36.46,low,foggy,37.0,morning
2023-11-27,92.73,large,17.48,medium,rainy,79.0,afternoon
2023-09-25,49.72,small,11.67,low,sunny,60.0,morning
2024-07-19,26.57,medium,5.96,low,sunny,84.0,afternoon
2024-06-01,46.45,large,0.79,medium,sunny,55.0,morning
2023-11-21,98.02,large,21.81,medium,sunny,98.0,evening
2024-03-25,49.77,small,32.53,low,sunny,49.0,morning
2024-07-03,33.55,small,19.13,low,foggy,29.0,morning
2024-08-27,63.71,small,22.19,low,sunny,56.0,afternoon
2024-04-17,24.77,large,34.42,low,snowy,81.0,afternoon
2024-06-10,8.51,small,20.75,low,rainy,68.0,afternoon
2024-06-14,13.76,medium,38.78,high,sunny,27.0,afternoon
2024-02-18,13.68,large,32.3,low,sunny,23.0,morning
2023-10-09,16.04,small,33.73,low,sunny,9.0,morning
2023-11-01,14.74,large,31.16,medium,sunny,83.0,afternoon
2023-10-09,64.45,medium,6.43,low,sunny,9.0,morning
2024-03-02,19.01,medium,34.36,low,foggy,46.0,morning
2024-06-18,35.22,medium,29.82,medium,sunny,41.0,afternoon
2024-04-09,89.78,small,28.93,low,sunny,99.0,afternoon
2024-08-08,47.92,small,30.12,medium,foggy,4.0,morning
2024-02-06,67.09,large,49.36,high,rainy,23.0,afternoon
2023-10-21,18.06,small,22.08,low,rainy,65.0,afternoon
2024-03-13,20.04,large,5.75,low,sunny,50.0,afternoon
2024-01-07,5.05,small,25.89,low,snowy,47.0,afternoon
2024-05-27,17.72,medium,7.92,low,sunny,26.0,morning
2023-12-11,28.58,small,40.41,medium,sunny,97.0,evening
2024-06-09,18.52,small,12.86,high,foggy,49.0,afternoon
2024-05-31,9.78,small,49.79,medium,sunny,16.0,morning
2024-04-16,12.94,medium,9.29,medium,rainy,76.0,afternoon
2024-03-05,46.62,large,19.21,low,rainy,51.0,afternoon
2024-01-10,21.43,small,7.74,medium,sunny,85.0,afternoon
2023-10-19,37.06,medium,21.25,medium,snowy,11.0,afternoon
2024-02-09,50.84,small,24.46,high,rainy,21.0,morning
2024-01-02,69.35,small,37.3,medium,foggy,95.0,evening
2024-05-01,4.89,medium,0.57,medium,sunny,53.0,afternoon
2024-02-16,80.14,small,11.92,low,rainy,95.0,afternoon
2024-05-03,63.16,small,13.86,medium,rainy,54.0,afternoon
2023-12-23,9.09,small,30.23,high,rainy,67.0,afternoon
2024-06-10,87.48,small,14.22,low,sunny,41.0,afternoon
2024-02-23,92.17,small,24.6,low,rainy,56.0,afternoon
2023-11-19,7.05,medium,24.64,low,snowy,31.0,morning
2023-10-07,28.41,medium,40.62,low,snowy,13.0,morning
2023-10-19,80.81,small,43.86,low,sunny,77.0,afternoon
2024-07-04,75.08,small,48.86,low,sunny,68.0,afternoon
2024-06-16,19.27,large,42.12,high,rainy,12.0,morning
2023-12-01,21.73,medium,43.96,high,snowy,8.0,afternoon
2024-01-04,37.68,small,48.56,high,foggy,95.0,evening
2024-02-15,48.97,large,41.46,high,sunny,73.0,evening
2023-11-26,62.21,medium,10.63,high,sunny,58.0,afternoon
2024-09-01,37.52,large,39.72,low,rainy,9.0,morning
2024-08-12,46.79,large,35.62,low,rainy,13.0,morning
2024-06-01,75.0,small,28.02,low,sunny,89.0,afternoon
2024-06-28,4.63,small,9.14,low,sunny,31.0,morning
2023-10-26,25.99,medium,2.88,high,rainy,87.0,evening
2023-11-06,71.62,large,11.25,medium,sunny,97.0,evening
2023-11-04,89.63,large,43.91,high,foggy,43.0,afternoon
2023-11-11,51.66,small,13.85,low,sunny,61.0,afternoon
,53.68,medium,22.63,high,rainy,54.0,afternoon
2024-02-02,11.61,small,49.88,high,sunny,50.0,afternoon
2024-07-12,45.29,medium,25.72,medium,sunny,21.0,morning
2024-05-14,53.73,large,38.49,low,sunny,87.0,afternoon
2024-01-25,25.0,medium,39.85,high,rainy,71.0,afternoon
2024-03-05,27.66,large,44.02,low,sunny,2.0,morning
2024-02-14,38.35,medium,16.98,high,sunny,3.0,morning
2024-04-20,2.99,small,8.05,high,sunny,23.0,morning
2024-03-14,32.89,small,44.49,high,sunny,65.0,afternoon
2023-09-21,21.93,small,30.67,high,rainy,67.0,evening
2024-05-04,33.42,medium,29.99,medium,sunny,91.0,afternoon
2023-10-17,12.86,large,28.71,medium,sunny,20.0,morning
2023-10-12,89.16,small,2.24,low,sunny,14.0,morning
2024-03-27,59.77,medium,12.81,low,rainy,49.0,afternoon
2024-06-17,68.23,medium,33.79,high,rainy,18.0,morning
2024-05-12,79.13,small,2.13,low,sunny,70.0,afternoon
2023-09-30,50.35,small,30.53,high,sunny,56.0,afternoon
2024-03-12,9.61,small,2.99,low,snowy,55.0,afternoon
2024-05-02,54.17,small,0.92,high,sunny,49.0,afternoon
2023-10-08,59.1,medium,44.64,low,sunny,88.0,afternoon
2023-11-01,74.8,large,45.59,low,rainy,70.0,afternoon
2024-04-20,43.73,large,14.86,medium,rainy,71.0,afternoon
2024-08-22,13.63,medium,43.31,low,sunny,33.0,morning
2023-11-11,29.09,large,4.21,low,sunny,13.0,morning
2024-05-26,36.95,medium,20.87,low,rainy,8.0,morning
2024-03-21,64.95,medium,24.08,low,rainy,11.0,morning
2024-03-19,57.51,medium,20.72,high,sunny,65.0,evening
2024-03-01,36.25,large,17.74,high,sunny,75.0,afternoon
2024-06-27,98.67,medium,30.76,low,sunny,9.0,morning
2024-02-13,60.97,medium,33.98,high,rainy,89.0,evening
2023-12-07,24.49,small,47.94,low,rainy,1.0,morning
2024-03-25,11.08,small,6.77,medium,sunny,66.0,afternoon
2024-05-28,16.13,large,45.07,high,sunny,71.0,afternoon
2024-05-25,25.35,small,39.97,medium,sunny,20.0,morning
2024-08-12,16.91,small,14.5,medium,rainy,91.0,afternoon
2024-09-18,19.47,small,10.41,high,sunny,18.0,afternoon
2024-08-23,29.22,medium,6.27,low,rainy,89.0,afternoon
2024-04-02,18.16,small,21.47,low,sunny,64.0,morning
2024-01-19,89.78,large,27.73,low,rainy,22.0,morning
2023-12-17,8.94,medium,28.7,low,rainy,26.0,morning
2023-12-06,52.93,large,21.13,medium,snowy,70.0,evening
2024-09-15,41.63,large,34.42,high,foggy,20.0,morning
2024-03-19,98.26,large,35.54,high,foggy,98.0,evening
2023-09-25,12.09,large,25.99,high,sunny,87.0,afternoon
2024-04-06,40.39,large,27.81,low,sunny,66.0,morning
2024-02-16,96.98,small,10.15,medium,snowy,10.0,afternoon
2024-06-30,86.69,small,27.92,low,rainy,65.0,morning
2024-03-08,81.89,large,4.23,low,rainy,83.0,afternoon
2024-09-17,26.53,large,28.75,low,rainy,13.0,morning
2024-05-11,17.92,small,32.32,high,rainy,64.0,afternoon
2024-06-21,67.2,large,49.1,low,sunny,72.0,afternoon
2024-05-14,93.01,small,21.54,medium,foggy,97.0,evening
2024-05-01,56.12,large,25.04,high,sunny,13.0,afternoon
2023-11-22,57.59,large,22.88,low,rainy,67.0,afternoon
2023-12-18,28.72,medium,13.36,low,rainy,3.0,morning
2023-11-10,77.18,large,5.17,high,rainy,71.0,afternoon
2024-06-11,19.52,medium,32.21,low,rainy,5.0,morning
2024-05-19,33.04,large,4.07,high,rainy,54.0,afternoon
2024-04-19,43.12,medium,21.79,medium,rainy,42.0,afternoon
2024-05-12,51.25,small,1.05,low,rainy,85.0,afternoon
2024-02-11,25.0,,47.06,medium,foggy,27.0,morning
2024-06-04,12.37,small,35.02,high,foggy,71.0,evening
2024-06-07,61.45,medium,11.55,medium,snowy,27.0,afternoon
2024-07-03,29.57,medium,14.17,medium,rainy,20.0,morning
2024-03-13,58.54,medium,16.45,medium,rainy,9.0,morning
2024-05-12,16.28,medium,26.19,low,sunny,63.0,morning
2024-01-29,48.63,small,31.77,medium,snowy,60.0,afternoon
2024-08-19,53.73,medium,4.29,low,rainy,13.0,morning
2024-05-16,6.13,large,33.19,low,rainy,6.0,morning
2023-09-26,,medium,4.18,low,snowy,3.0,morning
2024-09-12,14.31,small,45.74,medium,rainy,84.0,evening
2024-07-31,7.27,small,25.12,low,snowy,14.0,morning
2024-08-27,99.01,large,46.72,low,snowy,5.0,morning
2024-03-14,32.91,small,32.3,low,foggy,83.0,afternoon
2023-10-07,81.18,medium,20.36,low,sunny,6.0,morning
2024-07-24,26.21,large,39.25,low,sunny,55.0,afternoon
2024-09-01,68.47,large,3.87,low,sunny,8.0,morning
2024-09-12,76.26,small,29.56,medium,sunny,60.0,afternoon
2023-12-21,59.97,large,13.25,low,sunny,49.0,morning
2023-10-03,47.69,medium,42.22,high,foggy,18.0,afternoon
2024-04-30,41.77,medium,44.59,low,sunny,61.0,afternoon
2023-10-06,,small,29.48,low,rainy,11.0,morning
2023-10-05,93.02,medium,13.41,high,sunny,60.0,afternoon
2024-02-06,83.23,medium,19.75,medium,sunny,80.0,afternoon
2024-02-29,96.54,small,31.21,low,sunny,72.0,afternoon
2024-09-15,13.31,medium,21.55,medium,sunny,83.0,afternoon
2024-01-07,73.36,small,38.97,low,sunny,56.0,morning
2023-10-29,93.9,small,18.76,medium,sunny,15.0,morning
2024-02-13,18.94,small,25.52,low,sunny,79.0,afternoon
2024-01-22,7.58,large,9.86,medium,sunny,6.0,morning
2024-07-16,74.37,medium,35.04,medium,sunny,34.0,afternoon
2024-05-23,57.87,medium,43.33,low,sunny,24.0,morning
2024-06-08,84.34,medium,18.65,low,rainy,48.0,morning
2024-01-19,14.84,small,47.76,medium,rainy,87.0,afternoon
2024-02-15,79.73,small,2.4,low,rainy,32.0,morning
2023-12-05,20.96,medium,11.41,low,foggy,72.0,afternoon
2023-12-14,17.2,medium,20.92,high,sunny,4.0,morning
2024-06-23,17.26,medium,21.51,medium,sunny,74.0,afternoon
2024-03-08,81.64,medium,39.77,medium,sunny,24.0,afternoon
2024-07-22,66.85,large,44.42,low,sunny,93.0,afternoon
2023-12-03,52.78,small,15.5,low,rainy,17.0,morning
2023-12-25,36.52,large,32.12,high,rainy,98.0,evening
2024-09-04,87.84,medium,27.81,low,rainy,63.0,afternoon
2024-02-28,39.85,small,9.29,high,sunny,54.0,afternoon
2023-12-31,81.84,large,16.64,low,rainy,4.0,morning
2023-11-08,44.47,large,1.48,medium,foggy,56.0,afternoon
2023-12-09,38.32,small,15.54,low,rainy,84.0,morning
2024-01-21,46.81,large,5.72,low,foggy,83.0,afternoon
2024-07-16,30.84,medium,44.97,high,sunny,75.0,evening
2024-01-09,75.01,large,45.0,medium,rainy,47.0,afternoon
2024-06-16,50.77,large,34.17,high,sunny,36.0,afternoon
2024-06-18,23.99,medium,49.64,low,sunny,6.0,morning
2024-05-24,90.06,medium,29.2,high,rainy,78.0,evening
2024-05-29,39.01,large,10.42,low,sunny,70.0,afternoon
2023-10-27,54.81,medium,44.29,low,sunny,71.0,afternoon
2024-05-25,90.74,small,10.82,high,rainy,97.0,evening
2024-09-16,62.8,small,13.72,,foggy,1.0,morning
2023-09-26,12.57,medium,33.11,high,foggy,33.0,afternoon
2024-02-14,94.04,medium,6.92,low,sunny,52.0,afternoon
2024-06-06,63.14,small,30.69,high,sunny,42.0,afternoon
2023-11-16,34.16,small,15.49,low,rainy,91.0,afternoon
2024-07-10,14.79,large,31.49,medium,snowy,87.0,evening
2024-05-17,79.61,large,40.01,low,rainy,91.0,afternoon
2024-04-25,62.39,large,20.02,low,sunny,48.0,afternoon
2023-12-14,53.81,large,16.89,low,sunny,80.0,afternoon
2024-05-18,89.5,small,16.87,low,rainy,58.0,morning
2024-02-15,79.07,small,18.21,low,sunny,78.0,afternoon
2024-02-04,16.02,small,39.29,low,foggy,10.0,morning
2024-05-25,31.86,medium,21.81,high,rainy,33.0,afternoon
2024-04-21,25.6,small,35.82,low,rainy,98.0,afternoon
2024-07-14,74.65,medium,37.12,low,rainy,38.0,morning
2023-12-17,4.32,medium,26.88,medium,rainy,59.0,morning
2023-10-29,57.42,medium,23.04,low,sunny,29.0,morning
2024-08-20,76.48,large,19.23,high,sunny,55.0,afternoon
2024-05-06,87.8,medium,32.93,medium,snowy,27.0,afternoon
2023-12-15,34.87,small,25.97,low,sunny,20.0,morning
2024-06-22,82.3,small,14.94,high,snowy,75.0,evening
2023-12-12,11.95,small,26.88,high,sunny,36.0,afternoon
2023-10-24,84.8,small,33.07,low,sunny,9.0,morning
2023-12-02,13.62,small,27.46,low,sunny,77.0,morning
2024-08-23,40.33,small,1.24,low,sunny,77.0,afternoon
2024-04-03,79.93,medium,49.66,medium,rainy,64.0,afternoon
2023-11-05,15.84,small,37.97,low,sunny,28.0,morning
2024-07-19,23.7,medium,12.55,low,sunny,91.0,afternoon
2024-08-16,72.5,large,38.15,medium,rainy,29.0,afternoon
2024-02-10,72.28,small,38.5,low,rainy,82.0,afternoon
2023-10-24,64.47,large,30.24,high,sunny,9.0,morning
2024-06-18,69.7,large,31.42,high,sunny,82.0,evening
2023-12-26,54.73,large,8.48,high,foggy,50.0,afternoon
2024-01-29,25.93,small,18.92,medium,sunny,31.0,morning
2024-04-21,35.22,medium,29.61,medium,sunny,94.0,afternoon
2023-10-05,18.98,large,4.34,high,sunny,2.0,morning
2023-10-23,90.94,small,48.91,low,sunny,40.0,morning
2024-08-13,58.76,medium,5.54,low,snowy,55.0,afternoon
2024-05-12,40.68,large,20.48,low,foggy,82.0,afternoon
2024-04-01,46.74,small,45.72,low,sunny,60.0,morning
2024-06-11,94.78,medium,1.25,high,sunny,86.0,evening
2023-09-25,16.18,medium,34.32,low,sunny,50.0,morning
2023-11-19,59.04,small,19.72,low,sunny,15.0,morning
2023-10-15,51.08,large,36.0,high,sunny,56.0,afternoon
2024-01-17,61.53,small,33.36,high,sunny,38.0,afternoon
2024-06-04,2.79,large,30.05,low,rainy,82.0,afternoon
2024-02-12,87.34,small,43.33,high,rainy,26.0,afternoon
2024-02-16,93.28,medium,0.75,low,rainy,86.0,evening
2023-12-22,56.95,medium,7.73,medium,sunny,45.0,afternoon
2023-12-03,69.97,medium,39.44,high,rainy,11.0,morning
2023-10-03,92.33,medium,31.93,low,sunny,78.0,afternoon
2023-10-03,71.02,medium,46.32,medium,sunny,94.0,evening
2023-10-31,16.1,small,22.23,high,sunny,11.0,morning
2024-03-17,58.05,small,27.71,medium,sunny,6.0,morning
2023-11-12,61.06,small,31.4,low,rainy,16.0,morning
2024-02-13,42.99,large,9.22,high,rainy,15.0,afternoon
2024-09-01,73.91,large,7.6,medium,sunny,88.0,afternoon
2024-05-04,93.5,medium,13.06,low,sunny,86.0,afternoon
2024-04-01,92.63,medium,19.6,low,snowy,60.0,evening
2023-10-27,45.63,medium,24.64,low,foggy,31.0,morning
2024-07-08,12.21,large,23.49,medium,sunny,45.0,afternoon
2023-12-18,98.5,large,39.7,high,sunny,41.0,afternoon
2023-09-21,84.05,small,7.12,low,rainy,96.0,afternoon
2024-03-26,13.34,large,18.75,low,sunny,1.0,morning
2023-10-13,92.16,medium,47.33,medium,sunny,87.0,afternoon
2024-07-01,87.12,small,38.71,low,sunny,88.0,afternoon
2024-08-27,52.36,large,21.69,medium,snowy,67.0,evening
2024-08-21,59.54,small,29.27,low,rainy,89.0,afternoon
2024-06-09,40.5,large,23.78,high,sunny,74.0,afternoon
2024-03-09,6.42,large,19.5,low,sunny,3.0,morning
2023-12-26,34.18,large,7.07,medium,foggy,46.0,afternoon
2024-03-08,80.48,medium,8.78,low,sunny,55.0,afternoon
2023-09-24,1.46,large,14.77,low,sunny,19.0,morning
2024-04-10,34.02,medium,18.58,medium,rainy,38.0,afternoon
2024-08-31,40.42,small,12.96,high,rainy,78.0,afternoon
2024-01-08,54.2,large,29.08,high,sunny,98.0,evening
2024-06-01,92.07,medium,30.11,medium,sunny,66.0,afternoon
2024-02-08,35.29,medium,2.77,low,sunny,8.0,morning
2024-04-21,35.35,small,32.66,low,rainy,63.0,afternoon
2024-09-16,74.01,small,23.64,medium,sunny,24.0,morning
2024-01-19,45.77,small,27.58,medium,rainy,69.0,afternoon
2024-08-15,23.24,large,44.72,high,sunny,23.0,morning
2024-06-26,45.79,large,9.58,high,sunny,65.0,afternoon
2024-08-08,14.94,small,20.52,high,sunny,44.0,afternoon
2024-07-30,18.46,large,24.52,high,rainy,31.0,afternoon
2024-06-11,50.34,medium,29.75,low,foggy,11.0,morning
